conflictid,location,sidea,sidea2nd,side b,sidebid,sideb2nd,incomp,terr,year,intensity,cumint,type,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,gwnoa,gwnoa2nd,gwnob,gwnob2nd,gwnoloc,region,version
314,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of Sudan","ADF, LRA","489, 488",,2,,2010,1,1,4,1971-01-25,1,1994-02-21,1,0,,,500,"490, 482, 625",,,500,4,17.1
314,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of South Sudan, Government of Sudan","ADF, LRA","489, 488",,2,,2011,1,1,4,1971-01-25,1,1994-02-21,1,1,2011-11-03,1,500,"482, 490, 626, 625",,,500,4,17.1
314,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of South Sudan","ADF, LRA","489, 488",,2,,2013,1,1,4,1971-01-25,1,2013-06-24,1,0,,,500,"482, 490, 626",,,500,4,17.1
314,Uganda,Government of Uganda,"Government of DR Congo (Zaire), Government of South Sudan","ADF, LRA","489, 488",,2,,2014,1,1,4,1971-01-25,1,2013-06-24,1,0,,,500,"490, 626",,,500,4,17.1
314,Uganda,Government of Uganda,Government of DR Congo (Zaire),ADF,489,,2,,2015,1,1,4,1971-01-25,1,2013-06-24,1,0,,,500,490,,,500,4,17.1
314,Uganda,Government of Uganda,Government of DR Congo (Zaire),ADF,489,,2,,2016,1,1,4,1971-01-25,1,2013-06-24,1,1,2016-12-24,1,500,490,,,500,4,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1971,1,0,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1972,1,0,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1973,1,0,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1974,1,0,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1975,1,0,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1976,1,0,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1977,1,0,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1978,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1979,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1980,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1981,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1982,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1983,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1984,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1985,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1986,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1987,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1988,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1989,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1990,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,PIRA,282,,1,Northern Ireland,1991,1,1,3,1970-08-11,1,1971-08-31,3,1,1991-11-26,1,200,,,,200,1,17.1
315,United Kingdom,Government of United Kingdom,,RIRA,283,,1,Northern Ireland,1998,1,1,3,1970-08-11,1,1998-08-15,1,1,1998-08-15,1,200,,,,200,1,17.1
316,El Salvador,Government of El Salvador,,Military faction (forces of Benjamin Mejia),752,,2,,1972,1,0,3,1972-03-25,1,1972-03-25,1,1,1972-03-25,1,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,"ERP, FPL","753, 754",,2,,1979,1,0,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,FMLN,755,,2,,1980,1,0,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,FMLN,755,,2,,1981,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,FMLN,755,,2,,1982,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,FMLN,755,,2,,1983,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,FMLN,755,,2,,1984,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,FMLN,755,,2,,1985,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,FMLN,755,,2,,1986,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,FMLN,755,,2,,1987,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,FMLN,755,,2,,1988,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,FMLN,755,,2,,1989,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,FMLN,755,,2,,1990,1,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,17.1
316,El Salvador,Government of El Salvador,,FMLN,755,,2,,1991,1,1,3,1972-03-25,1,1979-09-14,1,1,1991-11-18,1,92,,,,92,5,17.1
317,Oman,Government of Oman,Government of United Kingdom,PFLO,284,,2,,1969,1,0,4,1968-10-31,3,1969-12-31,5,0,,,698,200,,,698,2,17.1
317,Oman,Government of Oman,Government of United Kingdom,PFLO,284,,2,,1970,1,0,4,1968-10-31,3,1969-12-31,5,0,,,698,200,,,698,2,17.1
317,Oman,Government of Oman,Government of United Kingdom,PFLO,284,,2,,1971,1,0,4,1968-10-31,3,1969-12-31,5,0,,,698,200,,,698,2,17.1
317,Oman,Government of Oman,Government of United Kingdom,PFLO,284,,2,,1972,1,0,4,1968-10-31,3,1969-12-31,5,0,,,698,200,,,698,2,17.1
317,Oman,Government of Oman,"Government of Iran, Government of United Kingdom",PFLO,284,Government of South Yemen,2,,1973,1,0,4,1968-10-31,3,1969-12-31,5,0,,,698,"630, 200",,680,698,2,17.1
317,Oman,Government of Oman,"Government of Iran, Government of United Kingdom",PFLO,284,Government of South Yemen,2,,1974,1,0,4,1968-10-31,3,1969-12-31,5,0,,,698,"630, 200",,680,698,2,17.1
317,Oman,Government of Oman,"Government of Iran, Government of Jordan, Government of United Kingdom",PFLO,284,Government of South Yemen,2,,1975,1,0,4,1968-10-31,3,1969-12-31,5,1,1975-12-11,2,698,"630, 663, 200",,680,698,2,17.1
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),,ZAPU,492,,2,,1967,1,0,3,1966-04-29,1,1967-09-05,1,0,,,552,,,,552,4,17.1
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),,ZAPU,492,,2,,1968,1,0,3,1966-04-29,1,1967-09-05,1,1,1968-12-31,5,552,,,,552,4,17.1
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),,"ZANU, ZAPU","493, 492",,2,,1973,1,0,3,1966-04-29,1,1973-04-04,1,0,,,552,,,,552,4,17.1
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),,"ZANU, ZAPU","493, 492",,2,,1974,1,0,3,1966-04-29,1,1973-04-04,1,0,,,552,,,,552,4,17.1
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),Government of South Africa,ZANU,493,,2,,1975,1,0,4,1966-04-29,1,1973-04-04,1,0,,,552,560,,,552,4,17.1
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),,"PF, ZANU","494, 493",,2,,1976,2,1,3,1966-04-29,1,1973-04-04,1,0,,,552,,,,552,4,17.1
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),,PF,494,,2,,1977,2,1,3,1966-04-29,1,1973-04-04,1,0,,,552,,,,552,4,17.1
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),,PF,494,,2,,1978,2,1,3,1966-04-29,1,1973-04-04,1,0,,,552,,,,552,4,17.1
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),,PF,494,,2,,1979,2,1,3,1966-04-29,1,1973-04-04,1,1,1979-12-21,1,552,,,,552,4,17.1
319,Uruguay,Government of Uruguay,,MLN/Tupamaros,756,,2,,1972,1,0,3,1970-04-13,1,1972-04-30,3,1,1972-12-31,5,165,,,,165,5,17.1
320,"South Yemen, Yemen (North Yemen)",Government of South Yemen,,Government of Yemen (North Yemen),123,,3,Common border,1972,1,0,2,1972-02-21,1,1972-02-21,1,1,1972-10-19,1,680,,678,,"678, 680",2,17.1
320,"South Yemen, Yemen (North Yemen)",Government of South Yemen,,Government of Yemen (North Yemen),123,,3,Common border,1979,1,0,2,1972-02-21,1,1979-03-30,4,1,1979-03-30,1,680,,678,,"678, 680",2,17.1
321,Chile,Government of Chile,,"Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ",757,,2,,1973,1,0,3,1973-09-11,1,1973-09-11,1,1,1973-09-11,1,155,,,,155,5,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1975,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1976,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1977,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1978,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1979,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1980,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1981,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1982,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1983,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1984,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1985,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1986,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1987,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1988,1,1,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1989,1,1,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1990,1,1,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,17.1
322,Bangladesh,Government of Bangladesh,,JSS/SB,285,,1,Chittagong Hill Tracts,1991,1,1,3,1975-02-28,5,1975-02-28,5,1,1991-12-31,5,771,,,,771,3,17.1
323,"Cyprus, Turkey",Government of Cyprus,,Government of Turkey,115,,1,Northern Cyprus,1974,2,1,2,1974-06-20,2,1974-06-20,2,1,1974-08-16,1,352,,640,,"352, 640","1, 2",17.1
324,"Iran, Iraq",Government of Iran,,Government of Iraq,116,,3,Various,1974,1,0,2,1972-04-11,1,1974-02-10,1,1,1974-12-31,5,630,,645,,"630, 645",2,17.1
324,"Iran, Iraq",Government of Iran,,Government of Iraq,116,,3,Various,1980,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,17.1
324,"Iran, Iraq",Government of Iran,,Government of Iraq,116,,3,Various,1981,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,17.1
324,"Iran, Iraq",Government of Iran,,Government of Iraq,116,,3,Various,1982,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,17.1
324,"Iran, Iraq",Government of Iran,,Government of Iraq,116,,3,Various,1983,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,17.1
324,"Iran, Iraq",Government of Iran,,Government of Iraq,116,,3,Various,1984,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,17.1
324,"Iran, Iraq",Government of Iran,,Government of Iraq,116,,3,Various,1985,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,17.1
324,"Iran, Iraq",Government of Iran,,Government of Iraq,116,,3,Various,1986,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,17.1
324,"Iran, Iraq",Government of Iran,,Government of Iraq,116,,3,Various,1987,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,17.1
324,"Iran, Iraq",Government of Iran,,Government of Iraq,116,,3,Various,1988,2,1,2,1972-04-11,1,1980-09-23,1,1,1988-08-20,1,630,,645,,"630, 645",2,17.1
325,Pakistan,Government of Pakistan,,BLF,1166,,1,Balochistan,1974,2,1,3,1973-05-18,1,1974-12-31,5,0,,,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,BLF,1166,,1,Balochistan,1975,1,1,3,1973-05-18,1,1974-12-31,5,0,,,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,BLF,1166,,1,Balochistan,1976,1,1,3,1973-05-18,1,1974-12-31,5,0,,,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,BLF,1166,,1,Balochistan,1977,1,1,3,1973-05-18,1,1974-12-31,5,1,1977-07-05,1,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,BLA,287,,1,Balochistan,2004,1,1,3,1973-05-18,1,2004-08-01,1,1,2004-12-25,1,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,"Baloch Ittehad, BLA","288, 287",,1,Balochistan,2006,1,1,3,1973-05-18,1,2006-03-26,1,0,,,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,BLA,287,,1,Balochistan,2007,1,1,3,1973-05-18,1,2006-03-26,1,0,,,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,"BLA, BRA","287, 289",,1,Balochistan,2008,1,1,3,1973-05-18,1,2006-03-26,1,0,,,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,"BLA, BRA","287, 289",,1,Balochistan,2009,1,1,3,1973-05-18,1,2006-03-26,1,1,2009-10-20,1,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,BLA,287,,1,Balochistan,2011,1,1,3,1973-05-18,1,2011-07-05,1,0,,,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,"BLA, BLF, BRA","287, 1166, 289",,1,Balochistan,2012,1,1,3,1973-05-18,1,2011-07-05,1,0,,,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,BLA,287,,1,Balochistan,2013,1,1,3,1973-05-18,1,2011-07-05,1,0,,,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,"BLA, BRA","287, 289",,1,Balochistan,2014,1,1,3,1973-05-18,1,2011-07-05,1,0,,,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,"BLA, BLF, BRA","287, 1166, 289",,1,Balochistan,2015,1,1,3,1973-05-18,1,2011-07-05,1,0,,,770,,,,770,3,17.1
325,Pakistan,Government of Pakistan,,"BLA, UBA","287, 3192",,1,Balochistan,2016,1,1,3,1973-05-18,1,2011-07-05,1,1,2016-10-23,1,770,,,,770,3,17.1
326,Eritrea,Government of Eritrea,,EIJM - AS,495,,2,,1997,1,0,3,1993-12-16,1,1997-06-30,5,1,1997-06-30,5,531,,,,531,4,17.1
326,Eritrea,Government of Eritrea,,EIJM - AS,495,,2,,1999,1,0,3,1993-12-16,1,1999-04-04,3,1,1999-11-29,5,531,,,,531,4,17.1
326,Eritrea,Government of Eritrea,,EIJM - AS,495,,2,,2003,1,0,3,1993-12-16,1,2003-07-17,1,1,2003-08-09,1,531,,,,531,4,17.1
327,Angola,Government of Angola,Government of Cuba,"FNLA, UNITA","566, 567","Government of DR Congo (Zaire), Government of South Africa",2,,1975,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,"560, 490",540,4,17.1
327,Angola,Government of Angola,Government of Cuba,"FNLA, UNITA","566, 567",Government of South Africa,2,,1976,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,"FNLA, UNITA","566, 567",,2,,1977,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,"FNLA, UNITA","566, 567",,2,,1978,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,"FNLA, UNITA","566, 567",,2,,1979,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,UNITA,567,Government of South Africa,2,,1980,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,UNITA,567,Government of South Africa,2,,1981,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,UNITA,567,Government of South Africa,2,,1982,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,UNITA,567,Government of South Africa,2,,1983,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,UNITA,567,Government of South Africa,2,,1984,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,UNITA,567,Government of South Africa,2,,1985,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,UNITA,567,Government of South Africa,2,,1986,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,UNITA,567,Government of South Africa,2,,1987,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,UNITA,567,Government of South Africa,2,,1988,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,17.1
327,Angola,Government of Angola,Government of Cuba,UNITA,567,,2,,1989,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,,540,4,17.1
327,Angola,Government of Angola,,UNITA,567,,2,,1990,2,1,3,1975-11-11,1,1975-11-11,1,0,,,540,,,,540,4,17.1
327,Angola,Government of Angola,,UNITA,567,,2,,1991,1,1,3,1975-11-11,1,1975-11-11,1,0,,,540,,,,540,4,17.1
327,Angola,Government of Angola,,UNITA,567,,2,,1992,2,1,3,1975-11-11,1,1975-11-11,1,0,,,540,,,,540,4,17.1
327,Angola,Government of Angola,,UNITA,567,,2,,1993,2,1,3,1975-11-11,1,1975-11-11,1,0,,,540,,,,540,4,17.1
327,Angola,Government of Angola,,UNITA,567,,2,,1994,2,1,3,1975-11-11,1,1975-11-11,1,0,,,540,,,,540,4,17.1
327,Angola,Government of Angola,,UNITA,567,,2,,1995,1,1,3,1975-11-11,1,1975-11-11,1,1,1995-12-24,1,540,,,,540,4,17.1
327,Angola,Government of Angola,,UNITA,567,,2,,1998,2,1,3,1975-11-11,1,1998-05-02,1,0,,,540,,,,540,4,17.1
327,Angola,Government of Angola,Government of Namibia,UNITA,567,,2,,1999,2,1,4,1975-11-11,1,1998-05-02,1,0,,,540,565,,,540,4,17.1
327,Angola,Government of Angola,Government of Namibia,UNITA,567,,2,,2000,2,1,4,1975-11-11,1,1998-05-02,1,0,,,540,565,,,540,4,17.1
327,Angola,Government of Angola,Government of Namibia,UNITA,567,,2,,2001,2,1,4,1975-11-11,1,1998-05-02,1,0,,,540,565,,,540,4,17.1
327,Angola,Government of Angola,Government of Namibia,UNITA,567,,2,,2002,1,1,4,1975-11-11,1,1998-05-02,1,1,2002-04-01,1,540,565,,,540,4,17.1
328,"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),,Government of Vietnam (North Vietnam),150,,1,Common Border,1975,1,0,2,1975-05-01,1,1975-12-31,5,0,,,811,,816,,"811, 816",3,17.1
328,"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),,Government of Vietnam (North Vietnam),150,,1,Common Border,1976,1,0,2,1975-05-01,1,1975-12-31,5,0,,,811,,816,,"811, 816",3,17.1
328,"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),,Government of Vietnam (North Vietnam),150,,1,Common Border,1977,1,0,2,1975-05-01,1,1975-12-31,5,1,1977-12-31,5,811,,816,,"811, 816",3,17.1
329,Ethiopia,Government of Ethiopia,,Ogaden Liberation Front,1056,,1,Ogaden,1964,1,0,3,1964-01-11,2,1964-01-11,2,1,1964-12-31,5,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,WSLF,496,,1,Ogaden,1976,1,0,3,1964-01-11,2,1976-10-31,3,0,,,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,"Government of Cuba, Government of South Yemen",WSLF,496,Government of Somalia,1,Ogaden,1977,2,1,4,1964-01-11,2,1976-10-31,3,0,,,530,"40, 680",,520,530,4,17.1
329,Ethiopia,Government of Ethiopia,"Government of Cuba, Government of South Yemen",WSLF,496,,1,Ogaden,1978,2,1,4,1964-01-11,2,1976-10-31,3,0,,,530,"40, 680",,,530,4,17.1
329,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,496,,1,Ogaden,1979,1,1,4,1964-01-11,2,1976-10-31,3,0,,,530,40,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,496,,1,Ogaden,1980,1,1,4,1964-01-11,2,1976-10-31,3,0,,,530,40,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,496,,1,Ogaden,1981,1,1,4,1964-01-11,2,1976-10-31,3,0,,,530,40,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,496,,1,Ogaden,1982,1,1,4,1964-01-11,2,1976-10-31,3,0,,,530,40,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,496,,1,Ogaden,1983,1,1,4,1964-01-11,2,1976-10-31,3,1,1983-12-31,5,530,40,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,AIAI,542,,1,Ogaden,1993,1,1,3,1964-01-11,2,1993-10-13,1,0,,,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,ONLF,497,,1,Ogaden,1994,1,1,3,1964-01-11,2,1993-10-13,1,1,1994-02-26,2,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,"AIAI, ONLF","542, 497",,1,Ogaden,1996,1,1,3,1964-01-11,2,1996-08-09,2,1,1996-12-31,5,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,ONLF,497,,1,Ogaden,1998,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,"AIAI, ONLF","542, 497",,1,Ogaden,1999,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,ONLF,497,,1,Ogaden,2000,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,ONLF,497,,1,Ogaden,2001,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,ONLF,497,,1,Ogaden,2002,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,ONLF,497,,1,Ogaden,2003,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,ONLF,497,,1,Ogaden,2004,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,ONLF,497,,1,Ogaden,2005,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,ONLF,497,,1,Ogaden,2006,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,17.1
329,Ethiopia,Government of Ethiopia,,ONLF,497,,1,Ogaden,2007,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,17.1
