new_id,old_id,name,type_of_violence
5607,481,Isenasawo - Isongo-furo,2
5608,482,Forces of Agala - Forces of Edu,2
5609,483,Alawite (Lebanon) - Sunni (Lebanon),2
5610,484,"ALiR, Mayi Mayi - RCD",2
5611,189,"ALiR, CNDD-FDD , Mayi Mayi - RCD",2
5612,485,"Bafulero, Bavira - Banyamulenge",2
5648,486,Orma - Pokomo,2
5649,487,Dogon - Fulani,2
5650,488,"AQIM, Jama'atu Ahlis Sunna Lidda'awati wal-Jihad, MUJAO - CMA",2
5651,489,"CMA - MUJAO, Signed-in-Blood Battalion",2
5652,491,APCLS - M23,2
5653,492,Bul Nuer - Luac Jang Dinka,2
5655,494,Balanda - Dinka,2
5656,495,FDLR - Raia Mutomboki,2
10006,811,Government of Ethiopia - IGLF,1
10180,223,"Kalenjin - Kikuyu, Luhya, Luo",2
10247,10247,Konianke - Kpelle,2
10301,10301,Northern Sudanese - Southern Sudanese,2
10509,858,Government of DR Congo (Zaire) - APCLS,1
10516,10516,Government of Turkey - TAK,1
10589,10589,Government of Kenya - Al-Shabaab,1
10676,10676,Hizb-i Wahdat - Junbish-i Milli-yi Islami,2
10682,10682,Forces of Sayed Mansur Naderi - Hizb-i Islami-yi Afghanistan,2
10792,8900,Government of Azerbaijan - Government of Iran,2
10842,820,Government of Ivory Coast - FDSI-CI,1
10855,10855,Government of Yemen (North Yemen) - Ansarallah,1
10885,825,Government of Libya - Forces of Muammar Gaddafi,1
10899,504,NSCN-K - NSCN-K-K,2
10920,10920,Han Chinese - Uighur,2
10961,874,Government of Pakistan - IMU,1
10985,838,Government of Bangladesh - PBCP,1
11018,853,Government of Myanmar (Burma) - NSCN-K,1
11054,497,Buddhists (Myanmar) - Muslims (Myanmar),2
11123,11123,Supporters of Awami League - Supporters of Jamaat-e-Islami,2
11199,11199,"Government of Afghanistan - Government of United Kingdom, Government of United States of America",1
11210,11210,Government of Philippines - MLPP,1
11230,11230,Mohajir - Pashtun,2
11231,11231,Mohajir - Sindhi,2
11241,11241,Jatoi - Meher,2
11246,834,Government of Philippines - BIFM,1
11286,11286,Assamese - Bodo,2
11295,477,Shia (Pakistan) - Sunni (Pakistan),2
11299,11299,Government of India - NLFT-B,1
11301,11301,Supporters of MQM - Supporters of PPP,2
11308,11308,Khadadkhel - Oatizai,2
11309,11309,Supporters of Yousaf Ali Khan Magsi - Supporters of Zulfikar Ali Khan Magsi,2
11336,844,Government of Pakistan - Lashkar-e-Islam,1
11338,866,Government of Pakistan - Marri Ittehad Group,1
11342,11342,Lashkar of Mohmand tribe - TTP,2
11377,814,Government of DR Congo (Zaire) - PARC-FAAL,1
11380,11380,FDLR - NDC,2
11383,11383,Lashkar-e-Islam - Tawheed ul-Islam,2
11390,503,Bangladeshi Immigrants - Bodo,2
11391,11391,Government of DR Congo (Zaire) - Mayi Mayi Simba,1
11392,11392,Bafulero - Barundi,2
11433,11433,Black Axe - Eyie,2
11441,11441,Black Axe - Maphite,2
11497,843,Government of Pakistan - TTP - TA,1
11548,496,Khatumo administration - Republic of Somaliland,2
11558,472,Akul - Kambrip,2
11559,11559,Government of Syria - Government of Turkey,1
11662,507,Jalisco Cartel New Generation - Los Caballeros Templarios,2
11663,11663,Beltrn Leyva Cartel - Sinaloa Cartel,2
11668,11668,Guerreros Unidos - Los Rojos,2
11682,11682,Opponents of Morsi - Supporters of Morsi,2
11704,508,Los Zetas - Los Zetas - Velazquez Caballero faction,2
11735,11735,"Birom - Fulani, Hausa",2
11736,855,Government of India - Janashakti Group,1
11798,11798,Government of Burundi - FNL-Ubugabo-Burihabwa,1
11801,11801,Christians (CAR) - Muslims (CAR),2
11805,860,Government of South Sudan - SSDM/A - Cobra Faction,1
11810,11810,Amothnhon Dinka  - Panyon Dinka,2
11821,11821,Al-Zayadia - Berti,2
11868,549017,"Interahamwe, ex-FAR, MAGRIVI  - Civilians",3
11869,1883,Riezeigat - Civilians,3
11870,781,Government of Maldives - Civilians,3
11871,110,Government of Guyana - Civilians,3
11872,553,Government of Malawi - Civilians,3
11932,11932,Government of India - CPI-ML-J,1
11942,505,FLC - Mayi Mayi,2
11947,500,CPI-ML-VM - PWG,2
11957,11957,Ansar Dine - CMA,2
11959,11959,Ganda Iso - CMA,2
11971,842,Government of India - GNLA,1
11972,826,Government of Myanmar (Burma) - SSPP,1
11973,867,Government of Syria - Syrian insurgents,1
11974,529,Government of Egypt - Government of Israel,1
11975,812,Government of Sudan - SPLM/A-North,1
11976,813,Government of Sudan - SSLM/A,1
11977,815,Government of Sudan - Republic of South Sudan,1
11978,818,Government of South Sudan - SSDM/A,1
11979,819,Government of South Sudan - SSLM/A,1
11980,823,Government of Libya - NTC,1
11982,831,Government of DR Congo (Zaire) - M23,1
11983,847,Government of Syria - Jabhat Fateh al-Sham (Nusra),1
11984,845,Government of Algeria - MUJAO,1
11985,836,Government of Mali - CMA,1
11986,835,Government of Mali - Ansar Dine,1
11987,837,Government of Mali - Military faction (Red Berets),1
11988,833,Government of Sudan - SRF,1
11989,817,Government of South Sudan - Government of Sudan,1
11990,830,Government of China - ETIM,1
11991,839,Government of Bangladesh - PBCP-J,1
12004,502,Tripura Non-Tribal Communities - Tripura Tribal Communities,2
12009,856,Government of DR Congo (Zaire) - Kata Katanga,1
12033,2109,FLC - Civilians,3
12046,3967,Kata Katanga - Civilians,3
12070,506,NURTW-Auxiliary - NURTW-Tokyo,2
12074,2110,NURTW-Auxiliary - Civilians,3
12079,551,Government of Zambia - Civilians,3
12080,403,Government of Sao Tome and Principe - Civilians,3
12087,590,Government of Mauritius - Civilians,3
12088,832,Government of Central African Republic - Seleka,1
12090,501,BNLF - NLFT,2
12091,12091,Government of Ivory Coast - AJPSN,1
12092,12092,Ansar al-Sharia  - Civilians,3
12093,12093,Government of Tunisia - Unclear islamists,1
12094,12094,Government of Tunisia - Ansar al-Sharia,1
12095,12095,Government of Tunisia - Katibat Okba Ibn Nafa,1
12096,3993,ECOMOG (Sierra Leone) - Civilians,3
12097,12097,Government of Central African Republic - Supporters of Boziz,1
12098,12098,Government of Libya - Fighting Islamic Group,1
12099,12099,Government of Libya - Islamic Movement of Martyrs,1
12100,12100,Government of Libya - Salvation Front for the Liberation of Libya,1
12101,12101,al-Toubou  - Zawiyah Militiamen,2
12102,828,Government of Rwanda - FDLR,1
12103,114,Government of Niger - FARS,1
12104,852,Government of Ethiopia - Military faction (Harar garrison),1
12128,12128,BLTF - NSCN-IM,2
12129,12129,Ombatse - Civilians,3
12130,12130,Fulani - Ombatse,2
12131,12131,Government of Nigeria - Ombatse,1
12132,12132,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora,2
12133,12133,Fulani - Unclear Christian group,2
12134,12134,Supporters of People's Alliance - Supporters of UNF,2
12135,12135,Muslims (Sri Lanka) - Sinhalese (Sri Lanka),2
12136,12136,Muslims (Sri Lanka) - Tamil,2
12137,12137,AQAP - Southern Movement,2
12138,12138,KIM - Civilians,3
12139,861,Government of Malaysia - Sultanate of Sulu,1
12140,12140,EPRLF - PLO,2
12141,12141,LTTE - PLO,2
12142,12142,FPRC - Supporters of Boziz,2
12143,12143,Happy-Go-Lucky - Sputnik,2
12144,12144,Sabal - Buisan,2
12145,12145,Forces of Mukamad Andoy - Forces of Buto and Bigkong,2
12146,12146,Erinle community - Offa community,2
12147,12147,Kolo villagers (CAR) - Bororo,2
12148,12148,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Sambisa Reserve Park Rangers,2
12149,12149,Akugbe ventures - Rtean,2
12150,12150,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Ngelzarma vigilante group,2
12151,12151,B-Dere (Ogoni) - K-Dere (Ogoni),2
12152,12152,Atakar - Fulani,2
12153,12153,Aguleri - Ashonwo/Odeke,2
12154,12154,Hausa - Jukun,2
12155,12155,Ajah - Olumegbon,2
12156,12156,ERG - Civilians,3
12157,12157,VSO - Civilians,3
12175,12175,Assamese - Bihari,2
12284,12284,Agatu - Tiv,2
12295,12295,Prakanong Pittayalai School gang - Kaen Thong Uppathum School gang,2
12296,12296,Hausa - Tiv,2
12297,12297,Angbaaye youths - Aturuku youths,2
12298,848,Government of Tajikistan - PFT,1
12299,851,Government of Tajikistan - Forces of Sanginov,1
12300,849,Government of Tajikistan - Forces of Mullo Abdullo,1
12302,12302,Government of DR Congo (Zaire) - UFRC,1
12303,12303,Alago - Ombatse,2
12304,12304,Government of DR Congo (Zaire) - Mayi Mayi Mandefu,1
12305,12305,Nyale - Omo,2
12306,12306,M23 - M23-R,2
12307,12307,FDLR - Mayi Mayi (Aigle Rouge),2
12308,12308,Kata Katanga - Simba Moto,2
12309,12309,M23 - Nyatura,2
12310,12310,M23 - MPA (Nyatura),2
12312,12312,Farmers in Jigawa - Herders in Jigawa,2
12313,12313,Government of Ethiopia - EUFF,1
12314,12314,Benishangul - Oromo,2
12315,12315,EUFF - Civilians,3
12316,12316,FIDPC - M23,2
12317,12317,Government of Central African Republic - LRA,1
12318,12318,Garamba Park Rangers - LRA,2
12319,12319,Akossa and Pipidemotro villagers - LRA,2
12320,12320,Congolese hunters - LRA,2
12321,12321,Government of India - ITA,1
12322,12322,Government of India - ULFA-I,1
12323,12323,Raia Mutomboki - Raia Mutomboki faction,2
12324,12324,Government of India - KPLT,1
12325,12325,Government of India - Gorkha Janamukti Morcha (GJM),1
12326,12326,Government of India - Pahari Cheetah,1
12327,12327,Government of India - ANVC-B,1
12328,12328,APCLS - NDC,2
12329,12329,Government of DR Congo (Zaire) - ALPC,1
12330,12330,"FDLR, FPLC, Nyatura - M23",2
12331,12331,Opponents of Panchayat Elections (Goalpara) - Supporters of Panchayat Elections (Goalpara),2
12332,12332,Government of India - Mohammad Iqbal Mafia,1
12333,12333,Government of Lebanon - Jabhat Fateh al-Sham (Nusra),1
12334,12334,Popular Nasserite Organisation - Resistance Brigades,2
12335,12335,Fatah - Fatah al-Islam,2
12336,12336,Government of Lebanon - Unclear,1
12337,12337,Hezbollah - Jabhat Fateh al-Sham (Nusra),2
12341,12341,Agatu - Fulani,2
12342,12342,Fulani - Idoma,2
12343,175,Baya - Yakoma,2
12344,296,SDM  pro-Aideed faction - SDM  pro-Mahdi faction,2
12345,499,"FSA, Jabhat Fateh al-Sham (Nusra) - PYD",2
12346,498,"Ghuraba al-Sham, Jabhat Fateh al-Sham (Nusra) - PYD",2
12347,12347,Arab militia - Dadjo communities,2
12350,12350,Arab Brabich  - Tuareg Indinan,2
12351,12351,Hajar family - al-Nashar family,2
12352,12352,Hezbollah - Intima party,2
12353,12353,Hezbollah - Supporters of Ahmad al-Assir,2
12354,12354,Resistance Brigades - Supporters of Ahmad al-Assir,2
12355,12355,Syrian Mujahideen Unit - Civilians,3
12356,12356,Government of Lebanon - Supporters of Ahmad al-Assir,1
12357,12357,Efik - Fulani,2
12358,12358,Ibagwa community - Ihakpu-Awka community,2
12359,12359,Hezbollah - XXX660,2
12360,12360,Government of Lebanon - XXX660,1
12361,12361,Brigade of the Four Martyrs - Civilians,3
12362,12362,Brigades of Aisha - Hezbollah,2
12363,12363,Hezbollah - Shiyyah family,2
12364,12364,Government of Iran - XXX660,1
12365,12365,Government of Iran - Abdullah tribe,1
12366,12366,Government of Iran - Abdullah Azzam Brigades,1
12367,12367,Hamas - PIJ,2
12368,12368,Government of Israel - Unclear islamist militants (Israel/Palestine),1
12369,12369,Unclear Kenyan group - Civilians,3
12370,12370,Government of Kenya - Unclear Kenyan group,1
12371,12371,unclear gang (Kenya) - unclear gang 2 (Kenya),2
12372,12372,Supporters of CORD - Supporters of Amani,2
12373,12373,Unclear Somali clan A - Unclear Somali clan B,2
12374,12374,Government of Kenya - Unclear,1
12375,12375,unclear Kenyan group 1 - unclear Kenyan group 2,2
12376,12376,Chouman family - Janbayn family,2
12377,12377,Future Movement - XXX660,2
12378,12378,anti-Balaka - FPRC,2
12379,12379,anti-Balaka - Civilians,3
12380,12380,Government of Central African Republic - anti-Balaka,1
12381,12381,Government of France - Al-Shabaab,1
12382,12382,FPRC - Civilians,3
12383,12383,anti-Balaka - Bororo,2
12384,12384,Beni Hussein - Rizeigat Abbala,2
12385,12385,"Awlad Heiban (Misseriya)  - Awlad Metanin (Misseriya) , Awlad Serur (Misseriya)",2
12386,12386,Beni Halba Baggara - Misseriya,2
12387,12387,Misseriya - Nuer,2
12388,12388,Beni Halba Baggara - Gimir,2
12389,12389,Government of Sudan - SLM/A - Juba Unity,1
12391,12391,Government of Central African Republic - FPRC,1
12393,12393,Ansaar ul-Islam - TTP,2
12394,12394,Ansaar ul-Islam - TTP - TA,2
12395,12395,Macacua - Ukra,2
12396,12396,Government of Pakistan - Jaish-e-Islami,1
12397,12397,Al-Shabaab - Puntland state of Somalia,2
12398,12398,Lashkar of Kamarkhel tribe - Lashkar-e-Islam,2
12399,12399,Marehan - Ogadeni clan,2
12400,12400,Misseriya - Salamat Baggara,2
12401,12401,JEM - JEM - Bashar,2
12402,12402,Bul Nuer - Jageay Nuer,2
12403,12403,Lith (DInka) - Nam (Dinka),2
12404,12404,Murle - Dinka,2
12405,12405,Government of Sudan - SLMJ,1
12406,12406,Supporters of Raja Bhaiyya - Supporters of Samajwadi Party,2
12407,12407,Government of Sudan - LJM-Wafi,1
12408,12408,Leek (Nuer) - Jikany Nuer,2
12409,12409,Kok (Dinka) - Paleu (Dinka),2
12410,12410,Hamar - Ma'aliyah,2
12411,12411,Supporters of Hindu Yuva Vahini - Supporters of Samajwadi Party,2
12412,12412,Aslan Usoyan Mafia Group - Tarel Onyani Mafia Group,2
12413,859,Government of South Sudan - SPLM/A In Opposition,1
12414,12414,SPLM/A In Opposition - Civilians,3
12415,12415,Residents of Morar Village - Residents of Rajawar Village,2
12416,12416,Residents of Kudabeda Village - Residents of Mamarbeda Village,2
12417,12417,African Union - Civilians,3
12418,12418,Government of DR Congo (Zaire) - FALRP,1
12419,12419,Government of Cameroon - FPRC,1
12420,12420,ADP - Civilians,3
12421,12421,Government of India - KLRA,1
12422,12422,Government of Cameroon - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1
12423,12423,Government of Niger - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1
12424,12424,Yan Gora - Civilians,3
12425,12425,Downtown Boys - Shaggy Boys,2
12426,12426,EFCC Boys - Civilians,3
12427,12427,Government of Nigeria - Eyie,1
12428,12428,Government of Spain - EGPGC,1
12429,12429,Government of Spain - GRAPO,1
12430,12430,Forces of Ike Ikebordih - Forces of  Jonathan Imawa,2
12431,12431,Black Axe - NURTW,2
12432,12432,Alora - EFCC Boys,2
12433,12433,Makoko Boys - Moshalangbe Boys,2
12434,12434,TTP - Forces of Umer Adizai,2
12435,12435,Akumoni - Ayamabele,2
12436,12436,Agudama community - Akenfa community,2
12437,12437,TTP - Lashkar of Adezai,2
12438,12438,Oba Ile community - Oba Oke community,2
12439,12439,Ekporo community - Ogu community,2
12440,12440,KUF - White Chesea,2
12441,12441,Eggon - Fulani,2
12442,12442,Ganmo community - Ganna community,2
12443,12443,Aguleri - Umuoba Anam community,2
12444,12444,Adun community  - Inyima community,2
12445,12445,Esit Urua community - Mkpanak community,2
12446,12446,villagers of Bondaki in Budjala territory - villagers of Ndjeka in Gemena territory,2
12447,12447,Oruku community - Umuode community,2
12448,12448,Bambam community - Maitunku community,2
12449,12449,Nyatura - Raia Mutomboki,2
12450,12450,"Dadiya - Kaltungo , Shongom, Ture",2
12451,12451,Dadiya - Waja,2
12452,12452,Government of India - Kamtapur Liberation Organisation,1
12453,12453,Kamtapur Liberation Organisation - Civilians,3
12454,12454,UALF - Civilians,3
12455,12455,Adadama community - Igbo Amabana community,2
12456,12456,Enwang community - Uko-Nteghe community,2
12457,12457,KNF-N - KNF-P,2
12458,12458,Adadama community - Ndiagu Amagu community,2
12459,12459,Supporters of ASWJ - Supporters of MWM,2
12460,12460,GRAPO - Civilians,3
12461,12461,EGPGC - Civilians,3
12462,12462,Mbangur community - Mbawuar community,2
12463,857,Government of DR Congo (Zaire) - Forces of Paul Joseph Mukungubila,1
12464,12464,Kuteb - Tiv,2
12465,12465,Ajasor community - Efraya community,2
12466,12466,Fulani - Ogume community,2
12467,12467,Ikpanaya - Ntan Obu-Ukpe,2
12468,12468,Forces of Shaykh Ahmad Madobe - Forces of Iftin Hasan Baasto,2
12469,12469,Kata Katanga - Popular self-defense force of Mbuyu,2
12470,12470,"Al-Shabaab - Ahmad Abdi Godane - Al-Shabaab - Shaykh Hasan Dahir Aweys, Al-Shabaab - Sheikh Mukhtar Robow (Abu Mansur)",2
12471,49,Dioula - Krou,2
12472,12472,Marehan - Harakat Ras Kamboni,2
12473,12473,Pahari Cheetah - PLFI,2
12474,12474,Government of Egypt - al-Qaida Organisation in the Sinai Peninsula,1
12475,12475,Onitsha Ado Vigilance Group - Civilians,3
12476,12476,CDA - CDA-vice chairman faction,2
12477,12477,Ede community - Ido-osun community,2
12478,12478,Mount Zion youths - White Sand youths,2
12479,12479,Umusadege Ogbe community - Umuseti Ogbe community,2
12480,12480,"Iva Awinotogbe community, Iva Ibetono community, Iva Obeten community, Va-Egba community - Va-Egbe community",2
12481,12481,"APCLS, Nyatura - NDC",2
12482,12482,Marehan subclan of Sede clan (Darod) - Harakat Ras Kamboni,2
12483,12483,Harakat Ras Kamboni - Forces of colonel Bare Hirale,2
12484,12484,FDDH - Nyatura,2
12485,12485,Bamate - Batangi,2
12486,12486,Ramel Thappa Clan - Sankheswar Majhi Family,2
12487,877,Government of Egypt - Ansar Bayt al-Maqdis,1
12488,12488,Comandos - Sputnik,2
12489,12489,ASG - MNLF - HM,2
12490,12490,Al-Shabaab - Forces of colonel Bare Hirale,2
12491,12491,Government of India - NSLA,1
12492,12492,Al-Shabaab - Ahmad Abdi Godane - Al-Shabaab - Sheikh Mukhtar Robow (Abu Mansur),2
12493,12493,NSCN-IM - NSCN-K-K,2
12494,12494,Gontrar - Mashashia,2
12495,12495,Government of United Kingdom - UVF,1
12496,12496,Ahlu Sunna Waljamaca - Sangub villagers,2
12497,12497,Government of United Kingdom - INLA,1
12498,12498,Frelimo - Government of Mozambique,2
12499,12499,Government of Mozambique - MDM,1
12500,12500,Government of United Kingdom - UFF,1
12501,12501,TMC-K - TMC-M,2
12502,12502,TMC-M - Civilians,3
12503,12503,Government of United Kingdom - CIRA,1
12504,12504,LRA - Mouka villagers,2
12505,12505,Government of Turkey - Al-Shabaab,1
12506,12506,UFF - Civilians,3
12507,12507,IPLO - Civilians,3
12508,12508,Jharkhand Prastuti Committee - Tritiya Prastuti Committee (TPC),2
12509,12509,UVF - Civilians,3
12510,12510,LRDG - Civilians,3
12511,12511,RHC - Civilians,3
12512,12512,LVF - Civilians,3
12513,12513,White wolves - Civilians,3
12514,12514,RHD - Civilians,3
12515,12515,UDA - Civilians,3
12516,12516,MNRF - NSCN-IM,2
12517,12517,PIRA - UVF,2
12518,12518,PIRA - UFF,2
12519,12519,UDA - UFF,2
12520,12520,IPLO - PIRA,2
12521,12521,PIRA - UDA,2
12522,12522,Government of Malaysia - Joe Mafia gang,1
12523,12523,Government of Malaysia - Aime gang,1
12524,12524,INLA - IPLO,2
12525,12525,IPLO - UVF,2
12526,12526,Government of Malaysia - Gang 04,1
12527,12527,INLA - Civilians,3
12528,12528,INLA - LVF,2
12529,12529,UDA - UVF,2
12530,12530,Government of Malaysia - Gang 36,1
12531,12531,Government of Malaysia - Ah Fatt gang,1
12532,12532,Government of Malaysia - Tuhan Harun,1
12533,12533,Opponents of Yingluck Shinawatra - Opponents of Abhisit,2
12534,12534,Juarez Cartel - Lebanese Forces,2
12535,12535,Military faction (forces of Andr Kolingba) - NSF,2
12536,12536,IPLO - UDA,2
12537,12537,Opponents of President Maduro - Supporters of President Maduro,2
12538,12538,Supporters of Rashtriya Lok Dal - Supporters of Samajwadi Party,2
12539,12539,Supporters of Aboro Suraksha Samity (ABSS) - Supporters of Bodoland People's Progressive Front (BPPF),2
12540,12540,Supporters of Aboro Suraksha Samity (ABSS) - Supporters of Janagostiya Sangram Samiti,2
12541,12541,UALA - Civilians,3
12545,12545,Government of Iraq - JRTN,1
12546,12546,DHD-AD - Civilians,3
12547,12547,Government of India - RNLF,1
12548,12548,Government of Thailand - Opponents of Yingluck Shinawatra,1
12549,12549,Supporters of Bharatiya Janata Party - Supporters of Congress Party,2
12550,12550,Government of India - UALA,1
12551,12551,Supporters of Bharatiya Janata Party - Supporters of CPI-Marxist,2
12552,12552,Government of Somalia - Ahlu Sunna Waljamaca,1
12553,12553,INLA - UVF,2
12554,12554,Government of India - KNF-N,1
12555,12555,Government of India - DHD-AD,1
12556,12556,Government of Iran - Jaish al-Adl,1
12558,12558,Government of Ireland - PIRA,1
12559,12559,Government of Ireland - INLA,1
12560,12560,INLA - UDA,2
12561,12561,Government of United Kingdom - RHD,1
12562,12562,Government of Ireland - RIRA,1
12563,12563,RHC - UVF,2
12564,12564,LVF - UVF,2
12565,12565,UFF - UVF,2
12566,12566,LVF - RHC,2
12567,12567,KPLT - NRHPF,2
12568,12568,NSCN-IM - Sumi Hoho,2
12569,12569,RAAD - Civilians,3
12570,12570,CIRA - Civilians,3
12571,862,Government of Mali - MUJAO,1
12572,12572,Government of Libya - Benghazi Revolutionaries Shura Council,1
12573,12573,Awlad Suleiman  - Gaddadfa tribe,2
12574,12574,Government of Libya - Zawiya Martyrs' Brigade,1
12575,863,Government of Mali - AQIM,1
12576,12576,Abgal clan (Hawiye) - Shidle clan,2
12577,12577,Government of India - ZUF,1
12578,865,Government of Mali - Signed-in-Blood Battalion,1
12579,12579,Government of Mali - Forces of Ould Badi,1
12580,12580,Government of Mali - MIA,1
12581,12581,Government of Algeria - Ansar Dine,1
12582,880,Government of Mali - al-Murabitun,1
12583,12583,Government of Somalia - Forces of Abdullahi Wafow,1
12584,12584,Government of Algeria - Signed-in-Blood Battalion,1
12585,12585,NSCN-IM - UMLA,2
12586,12586,Government of Somalia - forces of Mr. Mohamed Yusuf Jama (Indhosheel),1
12587,12587,Government of Brazil - Comando Vermelho,1
12588,12588,CMA - MUJAO,2
12589,12589,MAA - CMA,2
12590,12590,Government of India - NRHPF,1
12591,12591,Government of Brazil - Terceiro Comando,1
12592,12592,"CMA, MIA - MUJAO",2
12593,12593,Burkinab - Malians,2
12594,12594,CMA - Signed-in-Blood Battalion,2
12595,12595,Baluba - State of Katanga,2
12596,12596,Al-Shabaab - herders in Maxaas District,2
12597,12597,ANVC-B - UALA,2
12598,12598,"Government of Mali - Ansar Dine, AQIM, Signed-in-Blood Battalion",1
12599,12599,Government of Brazil - FARC,1
12600,12600,"Government of Mali - Ansar Dine, AQIM, MUJAO, Signed-in-Blood Battalion",1
12601,12601,Biyomal clan - Habar Gidir clan (Hawiye),2
12602,12602,Islamic Traditionalists (Caucasus) - Wahabbis (Caucasus),2
12603,12603,Al-Shabaab - residents of Goobaale locality,2
12604,12604,Sangharsh Jan Mukti Morcha (SJMM) - TPC,2
12605,12605,Government of Indonesia - MIT,1
12606,12606,Buddhists (Indonesia) - Muslims (Indonesia),2
12607,12607,FPI - Civilians,3
12608,12608,Golden Dawn - Civilians,3
12609,12609,UDLA-ZB - Civilians,3
12610,12610,ALPC - Civilians,3
12611,12611,NNC-NA - Civilians,3
12612,12612,ATF - GNLA,2
12613,12613,JKP - PLFI,2
12614,12614,Raia Mutomboki - UFRC,2
12615,12615,Government of Egypt - Jund al-Islam,1
12616,12616,Government of India - SGIMA,1
12617,12617,Government of Central African Republic - Front for the Restoration of Unity and Democracy in the Central African Republic,1
12618,756,Government of Hyderabad - CPI,1
12619,12619,Government of Japan - Revolutionary Workers' Council (Kakurokyo),2
12620,12620,Comanchero - Hells Angels,2
12621,12621,Chechens in Kazakhstan - Kazakhs in Kazakhstan,2
12622,12622,Ambrym Islanders - Tannese Islanders,2
12623,12623,Forces of Asif Khan - Forces of Maulana Hanfi,2
12624,12624,GLF - Civilians,3
12625,12625,GLF - MEF,2
12627,12627,Government of Burundi - FNL-Rwasa,1
12628,12628,Government of Tanzania - Al-Shabaab,1
12630,12630,Government of Fiji - Civilians,3
12631,12631,Government of Turkmenistan - Civilians,3
12632,12632,Government of Fiji - Forces of George Speight,1
12633,12633,Government of Tanzania - Ansar Sunnah,1
12634,12634,Government of Bangladesh - Supporters of Jamaat-e-Islami,1
12635,12635,Amigos dos Amigos - Comando Vermelho,2
12636,12636,"Supporters of Awami League - Supporters of BNP, Supporters of Jamaat-e-Islami",2
12637,12637,Supporters of Awami League - Supporters of Hefajat-e-Islam,2
12638,12638,Government of Sudan - Forces of Gatluak Gai,1
12639,12639,Government of South Sudan - Forces of Gatluak Gai,1
12640,12640,Government of Bangladesh - Supporters of Hefajat-e-Islam,1
12641,12641,Government of Sudan - Forces of David Yauyau,1
12642,12642,Government of Sudan - Forces of Ulony Johnsson,1
12643,12643,Government of Sudan - Forces of Gabriel Tang,1
12644,12644,Government of Sudan - Forces of Gordon Kong,1
12645,12645,Government of Sudan - LJM,1
12646,12646,Government of Brazil - MST,1
12647,12647,MST - Land-owners,2
12648,12648,Jorge Luiz gang - Parazao gang,2
12649,12649,Dote gang - Murilo gang,2
12650,12650,Ansarullah Bangla Team - Civilians,3
12651,12651,Comando Vermelho - Comando Vermelho Jovem,2
12652,12652,Government of Bangladesh - Supporters of BNP,1
12653,12653,Comando Vermelho Jovem - Terceiro Comando,2
12654,12654,Barriga gang - Sujeirinha gang,2
12655,12655,Government of Bangladesh - Myanmar Communist Party,1
12656,12656,PCJSS - UPDF,2
12657,12657,Government of Afghanistan - Forces of Jan Mohammad,1
12658,12658,Government of Afghanistan - Mahaz-e Feda'ee-ye Tahreek-e Eslami Afghanistan,1
12660,12660,Government of India - Mahaz-e Feda'ee-ye Tahreek-e Eslami Afghanistan,1
12661,12661,Panjwayi residents - Taleban,2
12662,12662,Forces of Abdol Hadi  - Forces of Mullah Esmatollah,2
12663,12663,Rabat residents - Taleban,2
12664,12664,Forces of Besmellah - Forces of Ghawsodin,2
12665,12665,Forces of Mir Gol - Forces of Nabi,2
12666,12666,Forces of Habibollah  - Forces of Mohammad Shah,2
12667,12667,Garimpeiros - Tumucumaque Indians,2
12668,12668,Cinta Larga Indians - Garimpeiros,2
12669,12669,Amigos dos Amigos - Terceiro Comando,2
12670,12670,Government of Brazil - Amigos dos Amigos,1
12671,12671,Government of Ivory Coast - Supporters of Laurent Gbagbo,1
12672,12672,Defenders of National Sovereignty - Civilians,3
12673,12673,Kuki National Front- Military Council (KNF-MC) - Civilians,3
12674,12674,Kuki National Front-Samuel (KNF-S) - Civilians,3
12675,12675,Kuki National Front-Zougam (KNF-Z) - Civilians,3
12676,12676,Venkatapuram Local Guerrilla Squad - Civilians,3
12677,12677,Telangana Janavimukti Sena (TJS) - Civilians,3
12678,12678,Jarawa Tribe - Civilians,3
12679,12679,Government of China - Uighur,1
12680,12680,Government of Congo - Forces of Marcel Tsourou,1
12681,12681,ANVC-B - GNLA,2
12682,12682,ANVC - GNLA,2
12683,12683,Jalisco Cartel New Generation - Los Aliados,2
12684,12684,Government of Bangladesh - KRA,1
12685,12685,Supporters of PAN - Supporters of PRI,2
12686,821,Government of Syria - FSA,1
12687,12687,Al-Seraji tribe  - Da'an tribe,2
12688,12688,Ansar al-Sunna - IS,2
12689,12689,Kabwum settlers - Civilians,3
12690,12690,Gang of Patrick Sira - Civilians,3
12691,12691,PAD supporters - pro government demonstrators,2
12692,12692,Muzers tribe - Yao tribe,2
12693,12693,Comando Vermelho - Terceiro Comando Puro,2
12694,12694,Amigos dos Amigos - Terceiro Comando Puro,2
12695,12695,Government of Brazil - Terceiro Comando Puro,1
12696,12696,"Borana - Burji, Gabra",2
12697,12697,La Union de Insurgentes - La Union de Tepito,2
